accession,predicted_CT,actual_CT,predicted_CG,actual_CG,predicted_TG,actual_TG,predicted_CA,actual_CA,predicted_TT,actual_TT,predicted_TA,actual_TA,predicted_GG,actual_GG,predicted_AG,actual_AG,predicted_CC,actual_CC,predicted_GT,actual_GT,predicted_GA,actual_GA,predicted_AT,actual_AT,predicted_TC,actual_TC,predicted_AA,actual_AA,predicted_GC,actual_GC,predicted_AC,actual_AC
FP476056,0.061,0.055,0.046,0.051,0.062,0.062,0.061,0.061,0.083,0.082,0.082,0.075,0.046,0.053,0.061,0.055,0.046,0.052,0.062,0.057,0.061,0.062,0.082,0.087,0.061,0.062,0.081,0.081,0.046,0.049,0.061,0.056
CP007202,0.057,0.056,0.028,0.031,0.055,0.061,0.056,0.061,0.112,0.106,0.11,0.104,0.027,0.031,0.054,0.053,0.029,0.033,0.055,0.055,0.054,0.049,0.11,0.107,0.057,0.053,0.108,0.103,0.028,0.041,0.056,0.055
CP000482,0.06,0.06,0.087,0.085,0.06,0.071,0.061,0.072,0.042,0.039,0.042,0.025,0.087,0.077,0.061,0.061,0.087,0.076,0.06,0.053,0.061,0.07,0.042,0.053,0.06,0.07,0.042,0.04,0.087,0.094,0.061,0.053
CP001769,0.062,0.056,0.063,0.073,0.062,0.067,0.063,0.067,0.062,0.061,0.062,0.056,0.063,0.058,0.063,0.056,0.063,0.058,0.062,0.062,0.063,0.061,0.062,0.067,0.062,0.061,0.062,0.061,0.063,0.073,0.063,0.062
AM420293,0.051,0.05,0.127,0.157,0.051,0.056,0.051,0.056,0.021,0.018,0.021,0.009,0.126,0.088,0.051,0.05,0.127,0.089,0.051,0.059,0.051,0.066,0.021,0.022,0.051,0.067,0.021,0.017,0.127,0.137,0.051,0.06
CP005383,0.06,0.055,0.042,0.048,0.06,0.07,0.061,0.07,0.086,0.086,0.087,0.073,0.042,0.041,0.061,0.056,0.042,0.041,0.06,0.055,0.061,0.057,0.087,0.089,0.06,0.055,0.088,0.087,0.042,0.062,0.061,0.055
CP003607,0.063,0.06,0.057,0.056,0.063,0.066,0.062,0.066,0.069,0.071,0.069,0.052,0.057,0.059,0.062,0.059,0.057,0.059,0.063,0.052,0.062,0.071,0.069,0.078,0.063,0.072,0.068,0.07,0.057,0.058,0.062,0.052
CP003257,0.049,0.051,0.021,0.014,0.052,0.062,0.051,0.06,0.12,0.108,0.125,0.11,0.023,0.03,0.055,0.057,0.02,0.026,0.052,0.042,0.055,0.064,0.125,0.137,0.049,0.057,0.131,0.115,0.021,0.027,0.051,0.041
CP003742,0.062,0.051,0.076,0.092,0.061,0.077,0.062,0.078,0.05,0.05,0.05,0.028,0.075,0.058,0.062,0.05,0.077,0.06,0.061,0.056,0.062,0.065,0.05,0.063,0.062,0.065,0.05,0.051,0.076,0.098,0.062,0.057
CP003191,0.062,0.052,0.055,0.078,0.062,0.064,0.062,0.063,0.07,0.066,0.07,0.056,0.056,0.048,0.063,0.053,0.055,0.047,0.062,0.057,0.063,0.075,0.07,0.083,0.062,0.073,0.071,0.066,0.055,0.062,0.062,0.057
CP001397,0.057,0.065,0.031,0.028,0.057,0.064,0.057,0.064,0.104,0.09,0.105,0.096,0.031,0.03,0.057,0.066,0.031,0.03,0.057,0.054,0.057,0.063,0.105,0.103,0.057,0.062,0.106,0.091,0.031,0.041,0.057,0.054
AM260479,0.056,0.053,0.11,0.13,0.056,0.07,0.055,0.07,0.028,0.027,0.028,0.015,0.111,0.078,0.056,0.053,0.11,0.078,0.056,0.05,0.056,0.057,0.028,0.04,0.056,0.058,0.028,0.027,0.11,0.145,0.055,0.05
CP001682,0.063,0.06,0.065,0.076,0.063,0.076,0.062,0.074,0.061,0.057,0.06,0.049,0.065,0.047,0.062,0.058,0.065,0.047,0.063,0.059,0.062,0.063,0.06,0.069,0.063,0.063,0.059,0.055,0.065,0.089,0.062,0.058
CP003345,0.053,0.061,0.024,0.017,0.053,0.064,0.053,0.065,0.12,0.112,0.12,0.097,0.023,0.024,0.053,0.06,0.024,0.025,0.053,0.049,0.053,0.06,0.12,0.112,0.053,0.06,0.12,0.112,0.024,0.033,0.053,0.049
CR522870,0.062,0.069,0.055,0.041,0.061,0.07,0.064,0.074,0.069,0.064,0.071,0.058,0.054,0.055,0.062,0.069,0.056,0.056,0.061,0.05,0.062,0.067,0.071,0.077,0.062,0.067,0.073,0.066,0.055,0.064,0.064,0.052
CP002738,0.063,0.049,0.066,0.086,0.063,0.069,0.062,0.068,0.06,0.063,0.059,0.048,0.066,0.059,0.062,0.049,0.066,0.059,0.063,0.055,0.062,0.058,0.059,0.071,0.063,0.059,0.059,0.062,0.066,0.09,0.062,0.054
CP001616,0.063,0.055,0.06,0.064,0.062,0.079,0.063,0.08,0.065,0.059,0.065,0.049,0.06,0.051,0.062,0.056,0.06,0.052,0.062,0.057,0.062,0.063,0.065,0.078,0.063,0.064,0.065,0.058,0.06,0.077,0.063,0.058
CP000284,0.062,0.058,0.078,0.077,0.062,0.081,0.062,0.081,0.049,0.046,0.049,0.032,0.077,0.063,0.061,0.059,0.078,0.063,0.062,0.051,0.061,0.061,0.049,0.066,0.062,0.062,0.049,0.046,0.078,0.105,0.062,0.05
CP002606,0.058,0.067,0.035,0.023,0.059,0.066,0.059,0.066,0.097,0.088,0.098,0.091,0.035,0.039,0.059,0.068,0.035,0.039,0.059,0.05,0.059,0.059,0.098,0.098,0.058,0.058,0.098,0.088,0.035,0.048,0.059,0.05
CP008876,0.057,0.06,0.046,0.044,0.063,0.075,0.059,0.07,0.079,0.07,0.081,0.065,0.051,0.044,0.066,0.069,0.041,0.035,0.063,0.053,0.066,0.074,0.081,0.091,0.057,0.064,0.085,0.074,0.046,0.061,0.059,0.05
CP009621,0.062,0.074,0.056,0.043,0.062,0.073,0.062,0.074,0.069,0.061,0.069,0.069,0.056,0.051,0.062,0.074,0.056,0.051,0.062,0.059,0.062,0.055,0.069,0.065,0.062,0.056,0.069,0.06,0.056,0.077,0.062,0.059
AP014569,0.056,0.056,0.109,0.122,0.056,0.075,0.056,0.076,0.029,0.031,0.029,0.013,0.11,0.076,0.056,0.058,0.109,0.076,0.056,0.05,0.056,0.05,0.029,0.033,0.056,0.05,0.029,0.031,0.109,0.156,0.056,0.049
CP002344,0.05,0.049,0.131,0.137,0.05,0.059,0.05,0.058,0.019,0.019,0.019,0.011,0.132,0.111,0.05,0.049,0.131,0.111,0.05,0.051,0.05,0.057,0.019,0.025,0.05,0.056,0.019,0.019,0.131,0.136,0.05,0.052
CP003943,0.061,0.066,0.045,0.038,0.061,0.072,0.061,0.073,0.083,0.077,0.083,0.072,0.044,0.041,0.061,0.065,0.045,0.041,0.061,0.057,0.061,0.061,0.083,0.083,0.061,0.062,0.083,0.077,0.045,0.057,0.061,0.057
CP000103,0.062,0.058,0.073,0.081,0.062,0.071,0.062,0.071,0.053,0.052,0.053,0.036,0.073,0.061,0.062,0.058,0.073,0.062,0.062,0.05,0.062,0.07,0.053,0.069,0.062,0.07,0.053,0.052,0.073,0.09,0.062,0.05
CP001712,0.062,0.053,0.076,0.08,0.062,0.064,0.062,0.064,0.05,0.054,0.05,0.04,0.076,0.079,0.061,0.053,0.077,0.08,0.062,0.054,0.061,0.066,0.05,0.063,0.062,0.067,0.05,0.053,0.076,0.077,0.062,0.054
CP003390,0.062,0.055,0.05,0.049,0.062,0.08,0.061,0.079,0.077,0.071,0.076,0.058,0.051,0.047,0.062,0.055,0.049,0.046,0.062,0.057,0.062,0.062,0.076,0.088,0.062,0.062,0.076,0.07,0.05,0.066,0.061,0.056
CP007445,0.055,0.052,0.028,0.028,0.056,0.068,0.056,0.068,0.11,0.098,0.11,0.102,0.029,0.029,0.056,0.053,0.028,0.029,0.056,0.053,0.056,0.054,0.11,0.119,0.055,0.053,0.111,0.099,0.028,0.042,0.056,0.053
CP001968,0.061,0.068,0.045,0.039,0.061,0.072,0.061,0.072,0.082,0.07,0.083,0.07,0.045,0.039,0.062,0.069,0.045,0.039,0.061,0.055,0.062,0.069,0.083,0.086,0.061,0.068,0.084,0.071,0.045,0.056,0.061,0.056
CP003778,0.057,0.051,0.105,0.126,0.056,0.073,0.058,0.076,0.031,0.03,0.031,0.016,0.102,0.07,0.057,0.05,0.107,0.073,0.056,0.052,0.057,0.057,0.031,0.043,0.057,0.057,0.032,0.031,0.105,0.141,0.058,0.055
CP002305,0.061,0.07,0.041,0.03,0.06,0.064,0.06,0.064,0.09,0.079,0.089,0.081,0.04,0.044,0.059,0.069,0.041,0.046,0.06,0.053,0.059,0.067,0.089,0.09,0.061,0.068,0.088,0.078,0.041,0.044,0.06,0.052
CP001196,0.059,0.052,0.097,0.134,0.058,0.061,0.059,0.062,0.035,0.035,0.035,0.017,0.097,0.065,0.059,0.052,0.097,0.065,0.058,0.049,0.059,0.074,0.035,0.052,0.059,0.074,0.036,0.036,0.097,0.124,0.059,0.049
CP002916,0.061,0.061,0.085,0.091,0.06,0.061,0.061,0.063,0.043,0.035,0.043,0.026,0.084,0.073,0.061,0.062,0.086,0.074,0.06,0.058,0.061,0.089,0.043,0.057,0.061,0.089,0.044,0.036,0.085,0.066,0.061,0.059
AE009439,0.06,0.061,0.094,0.116,0.059,0.049,0.06,0.05,0.038,0.031,0.038,0.033,0.093,0.075,0.059,0.061,0.094,0.076,0.059,0.068,0.059,0.085,0.038,0.038,0.06,0.085,0.038,0.032,0.094,0.073,0.06,0.069
CP003167,0.062,0.056,0.076,0.083,0.062,0.066,0.062,0.067,0.05,0.047,0.05,0.032,0.076,0.068,0.062,0.057,0.076,0.069,0.062,0.055,0.062,0.079,0.05,0.066,0.062,0.079,0.051,0.047,0.076,0.073,0.062,0.055
CP006670,0.062,0.078,0.046,0.033,0.061,0.063,0.061,0.063,0.082,0.079,0.081,0.065,0.046,0.047,0.061,0.077,0.047,0.047,0.061,0.05,0.061,0.073,0.081,0.074,0.062,0.073,0.08,0.078,0.046,0.051,0.061,0.049
CP002737,0.051,0.053,0.026,0.013,0.056,0.067,0.053,0.065,0.11,0.103,0.115,0.098,0.029,0.036,0.059,0.062,0.024,0.031,0.056,0.047,0.059,0.065,0.115,0.12,0.051,0.055,0.12,0.108,0.026,0.03,0.053,0.046
BA000011,0.06,0.066,0.04,0.035,0.06,0.063,0.06,0.063,0.09,0.075,0.09,0.089,0.04,0.041,0.06,0.067,0.04,0.04,0.06,0.05,0.06,0.068,0.09,0.103,0.06,0.067,0.091,0.076,0.04,0.047,0.06,0.05
CP002062,0.057,0.052,0.105,0.154,0.057,0.043,0.057,0.042,0.031,0.026,0.031,0.021,0.106,0.073,0.057,0.052,0.105,0.073,0.057,0.065,0.057,0.09,0.031,0.036,0.057,0.09,0.031,0.026,0.105,0.093,0.057,0.065
AE017261,0.058,0.053,0.032,0.026,0.057,0.069,0.058,0.07,0.103,0.085,0.102,0.099,0.032,0.039,0.057,0.052,0.033,0.039,0.057,0.044,0.057,0.058,0.102,0.131,0.058,0.06,0.102,0.085,0.032,0.046,0.058,0.044
CP007060,0.055,0.052,0.114,0.162,0.055,0.045,0.055,0.045,0.026,0.022,0.026,0.016,0.114,0.075,0.055,0.053,0.114,0.075,0.055,0.07,0.055,0.084,0.026,0.022,0.055,0.084,0.026,0.022,0.114,0.104,0.055,0.07
CP009479,0.063,0.069,0.054,0.04,0.062,0.073,0.062,0.074,0.072,0.064,0.072,0.052,0.053,0.052,0.062,0.068,0.054,0.052,0.062,0.053,0.062,0.075,0.072,0.08,0.063,0.077,0.071,0.064,0.054,0.053,0.062,0.053
CP000300,0.06,0.062,0.042,0.032,0.061,0.077,0.06,0.074,0.088,0.074,0.088,0.069,0.042,0.041,0.061,0.062,0.041,0.039,0.061,0.055,0.061,0.072,0.088,0.102,0.06,0.072,0.087,0.074,0.042,0.043,0.06,0.053
CP002278,0.054,0.061,0.025,0.011,0.054,0.066,0.054,0.067,0.117,0.102,0.117,0.103,0.025,0.03,0.054,0.061,0.025,0.031,0.054,0.048,0.054,0.059,0.117,0.121,0.054,0.06,0.117,0.103,0.025,0.031,0.054,0.048
CP003423,0.06,0.076,0.035,0.026,0.059,0.058,0.059,0.059,0.1,0.088,0.098,0.088,0.034,0.035,0.057,0.074,0.036,0.036,0.059,0.043,0.057,0.07,0.098,0.101,0.06,0.072,0.096,0.085,0.035,0.046,0.059,0.042
CP003531,0.061,0.082,0.077,0.074,0.062,0.054,0.061,0.054,0.049,0.039,0.049,0.058,0.078,0.064,0.062,0.083,0.076,0.063,0.062,0.068,0.062,0.075,0.049,0.037,0.061,0.074,0.049,0.039,0.077,0.068,0.061,0.067
CP003321,0.063,0.076,0.05,0.035,0.062,0.063,0.061,0.061,0.078,0.058,0.076,0.091,0.05,0.05,0.061,0.075,0.05,0.05,0.062,0.057,0.061,0.065,0.076,0.088,0.063,0.067,0.074,0.056,0.05,0.05,0.061,0.056
CP002117,0.062,0.06,0.056,0.066,0.062,0.06,0.063,0.061,0.068,0.062,0.069,0.054,0.056,0.053,0.063,0.061,0.056,0.052,0.062,0.05,0.063,0.084,0.069,0.087,0.062,0.083,0.07,0.063,0.056,0.054,0.063,0.051
CP001941,0.06,0.07,0.038,0.023,0.059,0.067,0.06,0.069,0.093,0.079,0.093,0.082,0.037,0.041,0.059,0.068,0.039,0.042,0.059,0.043,0.059,0.068,0.093,0.107,0.06,0.071,0.093,0.08,0.038,0.047,0.06,0.044
CP000254,0.062,0.06,0.051,0.042,0.061,0.072,0.063,0.075,0.074,0.062,0.075,0.055,0.051,0.052,0.062,0.061,0.051,0.053,0.061,0.05,0.062,0.081,0.075,0.098,0.062,0.08,0.077,0.063,0.051,0.043,0.063,0.053
CP002551,0.058,0.059,0.032,0.017,0.057,0.074,0.058,0.074,0.104,0.093,0.103,0.083,0.032,0.037,0.057,0.058,0.033,0.038,0.057,0.056,0.057,0.062,0.103,0.107,0.058,0.064,0.102,0.091,0.032,0.031,0.058,0.055
CP002101,0.06,0.064,0.038,0.021,0.06,0.078,0.059,0.077,0.094,0.076,0.093,0.076,0.038,0.04,0.059,0.063,0.038,0.04,0.06,0.051,0.059,0.07,0.093,0.11,0.06,0.071,0.091,0.074,0.038,0.041,0.059,0.05
CP001687,0.058,0.051,0.099,0.141,0.058,0.05,0.059,0.051,0.034,0.028,0.034,0.019,0.099,0.069,0.059,0.052,0.099,0.069,0.058,0.067,0.059,0.091,0.034,0.041,0.058,0.09,0.035,0.029,0.099,0.085,0.059,0.068
CP001994,0.062,0.061,0.045,0.032,0.062,0.077,0.061,0.076,0.084,0.073,0.082,0.066,0.045,0.049,0.061,0.06,0.045,0.049,0.062,0.054,0.061,0.068,0.082,0.097,0.062,0.069,0.081,0.071,0.045,0.047,0.061,0.053
CP004145,0.057,0.055,0.033,0.023,0.058,0.069,0.058,0.069,0.1,0.084,0.101,0.099,0.034,0.042,0.059,0.056,0.033,0.04,0.058,0.046,0.059,0.06,0.101,0.125,0.057,0.058,0.102,0.086,0.033,0.042,0.058,0.046
CP002838,0.062,0.077,0.075,0.074,0.062,0.063,0.062,0.063,0.051,0.038,0.051,0.061,0.076,0.058,0.062,0.078,0.075,0.058,0.062,0.062,0.062,0.066,0.051,0.05,0.062,0.066,0.051,0.038,0.075,0.086,0.062,0.062
CP000852,0.061,0.069,0.046,0.024,0.061,0.066,0.061,0.067,0.081,0.07,0.081,0.1,0.046,0.053,0.061,0.069,0.047,0.053,0.061,0.061,0.061,0.051,0.081,0.087,0.061,0.051,0.081,0.07,0.046,0.047,0.061,0.062
AE006641,0.058,0.072,0.032,0.023,0.058,0.054,0.057,0.054,0.104,0.087,0.103,0.111,0.032,0.036,0.057,0.072,0.032,0.035,0.058,0.053,0.057,0.064,0.103,0.105,0.058,0.065,0.102,0.086,0.032,0.032,0.057,0.052
CP002839,0.056,0.051,0.109,0.168,0.056,0.038,0.056,0.039,0.029,0.025,0.029,0.018,0.109,0.071,0.056,0.051,0.109,0.07,0.056,0.065,0.056,0.091,0.029,0.031,0.056,0.091,0.029,0.025,0.109,0.101,0.056,0.066
CP002069,0.06,0.058,0.034,0.023,0.057,0.072,0.059,0.074,0.102,0.086,0.1,0.088,0.032,0.036,0.056,0.056,0.035,0.038,0.057,0.056,0.056,0.062,0.1,0.111,0.06,0.066,0.099,0.084,0.034,0.033,0.059,0.057
CP001868,0.059,0.052,0.093,0.142,0.059,0.049,0.059,0.049,0.038,0.035,0.038,0.024,0.094,0.062,0.06,0.052,0.093,0.062,0.059,0.073,0.06,0.089,0.038,0.036,0.059,0.088,0.038,0.035,0.093,0.081,0.059,0.073
CP002100,0.061,0.063,0.052,0.041,0.063,0.067,0.061,0.066,0.075,0.064,0.074,0.088,0.053,0.056,0.063,0.065,0.05,0.054,0.063,0.061,0.063,0.057,0.074,0.087,0.061,0.056,0.074,0.063,0.052,0.054,0.061,0.06
CP001901,0.054,0.066,0.026,0.009,0.055,0.062,0.054,0.061,0.115,0.103,0.115,0.105,0.026,0.032,0.055,0.066,0.025,0.032,0.055,0.043,0.055,0.063,0.115,0.12,0.054,0.062,0.116,0.102,0.026,0.032,0.054,0.043
CP002792,0.052,0.051,0.021,0.012,0.052,0.06,0.052,0.061,0.125,0.106,0.125,0.124,0.021,0.032,0.052,0.051,0.022,0.032,0.052,0.042,0.052,0.054,0.125,0.146,0.052,0.054,0.125,0.106,0.021,0.028,0.052,0.042
CP001690,0.06,0.052,0.093,0.142,0.059,0.049,0.06,0.05,0.038,0.034,0.038,0.024,0.093,0.061,0.059,0.051,0.094,0.061,0.059,0.073,0.059,0.089,0.038,0.037,0.06,0.089,0.038,0.034,0.093,0.081,0.06,0.074
CP003377,0.058,0.054,0.097,0.146,0.059,0.047,0.059,0.047,0.035,0.029,0.036,0.021,0.097,0.063,0.059,0.055,0.097,0.062,0.059,0.072,0.059,0.093,0.036,0.033,0.058,0.092,0.036,0.029,0.097,0.081,0.059,0.073
CP007174,0.063,0.068,0.063,0.065,0.063,0.075,0.062,0.073,0.063,0.059,0.062,0.047,0.063,0.05,0.062,0.066,0.063,0.051,0.063,0.056,0.062,0.065,0.062,0.063,0.063,0.066,0.061,0.058,0.063,0.084,0.062,0.056
CP002565,0.062,0.073,0.065,0.05,0.063,0.071,0.062,0.07,0.06,0.05,0.06,0.045,0.065,0.062,0.063,0.073,0.065,0.062,0.063,0.041,0.063,0.08,0.06,0.082,0.062,0.079,0.06,0.05,0.065,0.073,0.062,0.041
CP001719,0.055,0.062,0.027,0.014,0.055,0.065,0.055,0.065,0.114,0.102,0.113,0.097,0.027,0.031,0.055,0.062,0.027,0.031,0.055,0.043,0.055,0.064,0.113,0.121,0.055,0.064,0.113,0.101,0.027,0.035,0.055,0.042
CP003362,0.061,0.068,0.045,0.029,0.062,0.077,0.061,0.076,0.083,0.067,0.082,0.07,0.046,0.045,0.061,0.067,0.045,0.044,0.062,0.054,0.061,0.068,0.082,0.095,0.061,0.069,0.082,0.067,0.045,0.051,0.061,0.053
AE010299,0.062,0.069,0.046,0.039,0.061,0.066,0.061,0.065,0.083,0.079,0.082,0.064,0.045,0.047,0.061,0.068,0.046,0.048,0.061,0.051,0.061,0.072,0.082,0.084,0.062,0.073,0.081,0.077,0.046,0.049,0.061,0.05
CP000866,0.057,0.061,0.029,0.012,0.056,0.079,0.056,0.08,0.11,0.099,0.108,0.073,0.029,0.028,0.055,0.06,0.03,0.029,0.056,0.052,0.055,0.068,0.108,0.109,0.057,0.071,0.106,0.096,0.029,0.031,0.056,0.051
CP001365,0.056,0.05,0.111,0.169,0.056,0.04,0.055,0.04,0.028,0.023,0.028,0.017,0.111,0.073,0.055,0.049,0.111,0.072,0.056,0.067,0.055,0.089,0.028,0.03,0.056,0.09,0.027,0.023,0.111,0.102,0.055,0.067
CP001742,0.062,0.083,0.082,0.062,0.061,0.064,0.061,0.064,0.046,0.039,0.046,0.052,0.081,0.073,0.061,0.082,0.082,0.074,0.061,0.054,0.061,0.063,0.046,0.042,0.062,0.064,0.046,0.039,0.082,0.091,0.061,0.055
CP003378,0.052,0.06,0.023,0.01,0.053,0.059,0.052,0.058,0.122,0.104,0.122,0.123,0.023,0.03,0.053,0.061,0.022,0.03,0.053,0.04,0.053,0.057,0.122,0.138,0.052,0.055,0.123,0.104,0.023,0.033,0.052,0.039
CP002590,0.059,0.07,0.089,0.098,0.06,0.051,0.06,0.051,0.04,0.033,0.041,0.05,0.09,0.076,0.061,0.072,0.088,0.074,0.06,0.054,0.061,0.072,0.041,0.046,0.059,0.07,0.041,0.034,0.089,0.095,0.06,0.054
HE613800,0.062,0.08,0.05,0.038,0.062,0.056,0.062,0.056,0.077,0.072,0.076,0.072,0.05,0.052,0.061,0.079,0.05,0.052,0.062,0.05,0.061,0.075,0.076,0.073,0.062,0.076,0.076,0.072,0.05,0.047,0.062,0.05
CP000493,0.062,0.083,0.072,0.058,0.062,0.065,0.062,0.065,0.053,0.04,0.054,0.069,0.072,0.06,0.063,0.084,0.072,0.06,0.062,0.058,0.063,0.061,0.054,0.053,0.062,0.06,0.054,0.041,0.072,0.088,0.062,0.058
CP003929,0.057,0.054,0.105,0.158,0.057,0.041,0.057,0.04,0.031,0.025,0.031,0.02,0.105,0.07,0.057,0.053,0.105,0.07,0.057,0.067,0.057,0.093,0.031,0.033,0.057,0.092,0.031,0.025,0.105,0.092,0.057,0.068
CP002051,0.061,0.073,0.034,0.023,0.058,0.06,0.058,0.059,0.104,0.082,0.1,0.111,0.033,0.035,0.056,0.067,0.035,0.037,0.058,0.05,0.056,0.06,0.1,0.113,0.061,0.066,0.095,0.076,0.034,0.039,0.058,0.049
CP003050,0.057,0.05,0.103,0.156,0.057,0.045,0.057,0.045,0.032,0.026,0.032,0.019,0.104,0.069,0.057,0.05,0.103,0.068,0.057,0.07,0.057,0.092,0.032,0.035,0.057,0.092,0.032,0.026,0.103,0.089,0.057,0.07
CP001939,0.062,0.074,0.055,0.047,0.063,0.062,0.061,0.06,0.072,0.066,0.071,0.069,0.056,0.053,0.063,0.075,0.053,0.051,0.063,0.058,0.063,0.071,0.071,0.069,0.062,0.07,0.07,0.064,0.055,0.055,0.061,0.056
BA000002,0.063,0.087,0.079,0.059,0.062,0.059,0.061,0.058,0.049,0.038,0.048,0.061,0.078,0.073,0.06,0.083,0.08,0.075,0.062,0.054,0.06,0.066,0.048,0.048,0.063,0.069,0.046,0.036,0.079,0.081,0.061,0.054
CP001688,0.056,0.052,0.108,0.156,0.056,0.046,0.056,0.046,0.029,0.022,0.03,0.018,0.108,0.071,0.057,0.053,0.107,0.07,0.056,0.071,0.057,0.088,0.03,0.029,0.056,0.088,0.03,0.022,0.108,0.096,0.056,0.07
CP000559,0.063,0.057,0.063,0.079,0.062,0.064,0.063,0.064,0.063,0.057,0.062,0.042,0.062,0.054,0.062,0.056,0.063,0.055,0.062,0.054,0.062,0.083,0.062,0.079,0.063,0.084,0.062,0.056,0.063,0.061,0.063,0.055
AE000666,0.063,0.071,0.061,0.033,0.063,0.078,0.062,0.077,0.064,0.052,0.064,0.05,0.062,0.064,0.062,0.071,0.061,0.064,0.063,0.057,0.062,0.076,0.064,0.076,0.063,0.076,0.063,0.051,0.061,0.049,0.062,0.056
CP000505,0.062,0.083,0.083,0.088,0.061,0.048,0.061,0.049,0.045,0.04,0.045,0.052,0.082,0.066,0.06,0.081,0.084,0.068,0.061,0.059,0.06,0.073,0.045,0.034,0.062,0.075,0.044,0.04,0.083,0.085,0.061,0.06
CP000102,0.05,0.054,0.019,0.006,0.049,0.064,0.051,0.066,0.129,0.103,0.131,0.129,0.019,0.022,0.05,0.054,0.019,0.022,0.049,0.051,0.05,0.053,0.131,0.142,0.05,0.053,0.133,0.107,0.019,0.02,0.051,0.052
CP000682,0.061,0.077,0.053,0.035,0.063,0.062,0.062,0.061,0.071,0.062,0.072,0.069,0.055,0.057,0.063,0.079,0.052,0.054,0.063,0.057,0.063,0.078,0.072,0.072,0.061,0.075,0.073,0.062,0.053,0.041,0.062,0.057
AM114193,0.062,0.067,0.075,0.078,0.062,0.066,0.062,0.065,0.052,0.043,0.052,0.045,0.074,0.062,0.062,0.066,0.075,0.063,0.062,0.055,0.062,0.073,0.052,0.062,0.062,0.073,0.051,0.042,0.075,0.083,0.062,0.055
CP007055,0.059,0.052,0.096,0.151,0.059,0.043,0.059,0.043,0.036,0.031,0.036,0.022,0.096,0.063,0.059,0.052,0.096,0.063,0.059,0.068,0.059,0.094,0.036,0.04,0.059,0.094,0.036,0.032,0.096,0.084,0.059,0.068
CP010529,0.058,0.054,0.099,0.138,0.058,0.053,0.058,0.053,0.034,0.028,0.034,0.023,0.099,0.068,0.058,0.054,0.099,0.068,0.058,0.07,0.058,0.083,0.034,0.035,0.058,0.082,0.034,0.028,0.099,0.091,0.058,0.071
CP001338,0.062,0.061,0.077,0.079,0.062,0.068,0.061,0.067,0.05,0.04,0.05,0.031,0.077,0.068,0.062,0.061,0.076,0.068,0.062,0.058,0.062,0.087,0.05,0.067,0.062,0.087,0.049,0.04,0.077,0.063,0.061,0.056
HF582854,0.057,0.049,0.104,0.156,0.057,0.043,0.057,0.043,0.031,0.028,0.031,0.021,0.105,0.072,0.057,0.05,0.103,0.072,0.057,0.068,0.057,0.088,0.031,0.035,0.057,0.088,0.031,0.027,0.104,0.092,0.057,0.068
CP006577,0.062,0.077,0.058,0.048,0.062,0.067,0.063,0.067,0.067,0.066,0.067,0.045,0.058,0.052,0.062,0.077,0.058,0.052,0.062,0.051,0.062,0.079,0.067,0.062,0.062,0.079,0.068,0.066,0.058,0.063,0.063,0.051
CP001932,0.059,0.055,0.094,0.136,0.059,0.053,0.059,0.053,0.037,0.03,0.037,0.023,0.094,0.061,0.059,0.055,0.094,0.061,0.059,0.072,0.059,0.088,0.037,0.037,0.059,0.088,0.037,0.03,0.094,0.085,0.059,0.071
CP003372,0.057,0.051,0.105,0.158,0.057,0.042,0.057,0.042,0.031,0.025,0.031,0.02,0.105,0.071,0.057,0.05,0.106,0.072,0.057,0.068,0.057,0.09,0.031,0.035,0.057,0.091,0.031,0.025,0.105,0.092,0.057,0.068
CP009552,0.062,0.071,0.055,0.045,0.062,0.072,0.063,0.072,0.07,0.064,0.071,0.045,0.055,0.05,0.062,0.071,0.055,0.05,0.062,0.052,0.062,0.081,0.071,0.074,0.062,0.081,0.071,0.065,0.055,0.055,0.063,0.053
FR746099,0.062,0.056,0.057,0.066,0.062,0.077,0.062,0.077,0.068,0.055,0.068,0.048,0.057,0.041,0.062,0.056,0.057,0.041,0.062,0.064,0.062,0.08,0.068,0.085,0.062,0.08,0.068,0.054,0.057,0.056,0.062,0.064
CP006019,0.061,0.078,0.046,0.034,0.063,0.065,0.06,0.062,0.082,0.078,0.081,0.068,0.048,0.046,0.062,0.079,0.045,0.044,0.063,0.049,0.062,0.071,0.081,0.075,0.061,0.07,0.08,0.076,0.046,0.056,0.06,0.048
CP003098,0.06,0.073,0.081,0.079,0.062,0.06,0.06,0.057,0.046,0.04,0.046,0.054,0.084,0.074,0.062,0.074,0.079,0.071,0.062,0.059,0.062,0.066,0.046,0.045,0.06,0.063,0.046,0.04,0.081,0.087,0.06,0.059
HE964772,0.06,0.061,0.092,0.104,0.06,0.059,0.059,0.057,0.039,0.033,0.039,0.028,0.093,0.078,0.059,0.059,0.091,0.077,0.06,0.057,0.059,0.082,0.039,0.052,0.06,0.083,0.038,0.032,0.092,0.083,0.059,0.056
CP007536,0.063,0.066,0.069,0.074,0.062,0.073,0.062,0.072,0.056,0.053,0.056,0.041,0.069,0.054,0.062,0.066,0.07,0.056,0.062,0.056,0.062,0.066,0.056,0.058,0.063,0.066,0.056,0.053,0.069,0.091,0.062,0.056
